"OID","Country or Area","Year","Description","Magnitude","Value"
"28864...ZF...","PARAGUAY","2000","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","66.2733"
"28864..XZF...","PARAGUAY","2000","CPI % CHANGE","PERCENT PER ANNU","8.98216"
"28864...ZF...","PARAGUAY","1999","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","60.8111"
"28864..XZF...","PARAGUAY","1999","CPI % CHANGE","PERCENT PER ANNU","6.75227"
"28864...ZF...","PARAGUAY","1998","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","56.9647"
"28864..XZF...","PARAGUAY","1998","CPI % CHANGE","PERCENT PER ANNU","11.5533"
"28864...ZF...","PARAGUAY","1997","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","51.0651"
"28864..XZF...","PARAGUAY","1997","CPI % CHANGE","PERCENT PER ANNU","6.94957"
"28864...ZF...","PARAGUAY","1996","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","47.7469"
"28864..XZF...","PARAGUAY","1996","CPI % CHANGE","PERCENT PER ANNU","9.79968"
"28864...ZF...","PARAGUAY","1995","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","43.4854"
"28864..XZF...","PARAGUAY","1995","CPI % CHANGE","PERCENT PER ANNU","13.4254"
"28864...ZF...","PARAGUAY","1994","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","38.3383"
"28864..XZF...","PARAGUAY","1994","CPI % CHANGE","PERCENT PER ANNU","20.5662"
"28864...ZF...","PARAGUAY","1993","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","31.7986"
"28864..XZF...","PARAGUAY","1993","CPI % CHANGE","PERCENT PER ANNU","18.2087"
"28864...ZF...","PARAGUAY","1992","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","26.9004"
"28864..XZF...","PARAGUAY","1992","CPI % CHANGE","PERCENT PER ANNU","15.1927"
"28864...ZF...","PARAGUAY","1991","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","23.3525"
"28864..XZF...","PARAGUAY","1991","CPI % CHANGE","PERCENT PER ANNU","24.2254"
"28864...ZF...","PARAGUAY","1990","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","18.7985"
"28864..XZF...","PARAGUAY","1990","CPI % CHANGE","PERCENT PER ANNU","37.26"
"28864...ZF...","PARAGUAY","1989","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","13.6955"
"28864..XZF...","PARAGUAY","1989","CPI % CHANGE","PERCENT PER ANNU","26.4221"
"28864...ZF...","PARAGUAY","1988","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","10.8332"
"28864..XZF...","PARAGUAY","1988","CPI % CHANGE","PERCENT PER ANNU","22.5943"
"28864...ZF...","PARAGUAY","1987","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","8.83662"
"28864..XZF...","PARAGUAY","1987","CPI % CHANGE","PERCENT PER ANNU","21.8103"
"28864...ZF...","PARAGUAY","1986","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","7.25441"
"28864..XZF...","PARAGUAY","1986","CPI % CHANGE","PERCENT PER ANNU","31.7426"
"28864...ZF...","PARAGUAY","1985","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","5.5065"
"28864..XZF...","PARAGUAY","1985","CPI % CHANGE","PERCENT PER ANNU","25.2107"
"28864...ZF...","PARAGUAY","1984","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","4.39779"
"28864..XZF...","PARAGUAY","1984","CPI % CHANGE","PERCENT PER ANNU","20.3115"
"28864...ZF...","PARAGUAY","1983","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","3.65534"
"28864..XZF...","PARAGUAY","1983","CPI % CHANGE","PERCENT PER ANNU","13.4338"
"28864...ZF...","PARAGUAY","1982","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","3.22244"
"28864..XZF...","PARAGUAY","1982","CPI % CHANGE","PERCENT PER ANNU","5.12007"
"28864...ZF...","PARAGUAY","1981","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","3.06549"
"28864..XZF...","PARAGUAY","1981","CPI % CHANGE","PERCENT PER ANNU","12.9747"
"28864...ZF...","PARAGUAY","1980","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","2.71343"
"28864..XZF...","PARAGUAY","1980","CPI % CHANGE","PERCENT PER ANNU","22.4473"
"28864...ZF...","PARAGUAY","1979","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","2.216"
"28864..XZF...","PARAGUAY","1979","CPI % CHANGE","PERCENT PER ANNU","28.161"
"28864...ZF...","PARAGUAY","1978","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","1.72907"
"28864..XZF...","PARAGUAY","1978","CPI % CHANGE","PERCENT PER ANNU","10.6602"
"28864...ZF...","PARAGUAY","1977","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","1.5625"
"28864..XZF...","PARAGUAY","1977","CPI % CHANGE","PERCENT PER ANNU","9.35985"
"28864...ZF...","PARAGUAY","1976","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","1.42877"
"28864..XZF...","PARAGUAY","1976","CPI % CHANGE","PERCENT PER ANNU","4.47461"
"28864...ZF...","PARAGUAY","1975","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","1.36758"
"28864..XZF...","PARAGUAY","1975","CPI % CHANGE","PERCENT PER ANNU","6.69306"
"28864...ZF...","PARAGUAY","1974","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","1.28179"
"28864..XZF...","PARAGUAY","1974","CPI % CHANGE","PERCENT PER ANNU","25.2333"
"28864...ZF...","PARAGUAY","1973","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","1.02352"
"28864..XZF...","PARAGUAY","1973","CPI % CHANGE","PERCENT PER ANNU","12.7969"
"28864...ZF...","PARAGUAY","1972","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.907401"
"28864..XZF...","PARAGUAY","1972","CPI % CHANGE","PERCENT PER ANNU","9.18037"
"28864...ZF...","PARAGUAY","1971","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.831103"
"28864..XZF...","PARAGUAY","1971","CPI % CHANGE","PERCENT PER ANNU","4.95326"
"28864...ZF...","PARAGUAY","1970","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.791879"
"28864..XZF...","PARAGUAY","1970","CPI % CHANGE","PERCENT PER ANNU","-0.859556"
"28864...ZF...","PARAGUAY","1969","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.798745"
"28864..XZF...","PARAGUAY","1969","CPI % CHANGE","PERCENT PER ANNU","2.24685"
"28864...ZF...","PARAGUAY","1968","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.781193"
"28864..XZF...","PARAGUAY","1968","CPI % CHANGE","PERCENT PER ANNU","0.708074"
"28864...ZF...","PARAGUAY","1967","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.7757"
"28864..XZF...","PARAGUAY","1967","CPI % CHANGE","PERCENT PER ANNU","1.36527"
"28864...ZF...","PARAGUAY","1966","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.765252"
"28864..XZF...","PARAGUAY","1966","CPI % CHANGE","PERCENT PER ANNU","2.87319"
"28864...ZF...","PARAGUAY","1965","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.743879"
"28864..XZF...","PARAGUAY","1965","CPI % CHANGE","PERCENT PER ANNU","3.8593"
"28864...ZF...","PARAGUAY","1964","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.716237"
"28864..XZF...","PARAGUAY","1964","CPI % CHANGE","PERCENT PER ANNU","1.36986"
"28864...ZF...","PARAGUAY","1963","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.706559"
"28864..XZF...","PARAGUAY","1963","CPI % CHANGE","PERCENT PER ANNU","2.0979"
"28864...ZF...","PARAGUAY","1962","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.69204"
"28864..XZF...","PARAGUAY","1962","CPI % CHANGE","PERCENT PER ANNU","1.41844"
"28864...ZF...","PARAGUAY","1961","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.682361"
"28864..XZF...","PARAGUAY","1961","CPI % CHANGE","PERCENT PER ANNU","18.4874"
"28864...ZF...","PARAGUAY","1960","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.575894"
"28864..XZF...","PARAGUAY","1960","CPI % CHANGE","PERCENT PER ANNU","8.18182"
"28864...ZF...","PARAGUAY","1959","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.532339"
"28864..XZF...","PARAGUAY","1959","CPI % CHANGE","PERCENT PER ANNU","10"
"28864...ZF...","PARAGUAY","1958","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.483944"
"28864..XZF...","PARAGUAY","1958","CPI % CHANGE","PERCENT PER ANNU","6.38298"
"28864...ZF...","PARAGUAY","1957","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.454908"
"28864..XZF...","PARAGUAY","1957","CPI % CHANGE","PERCENT PER ANNU","16.0494"
"28864...ZF...","PARAGUAY","1956","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.391995"
"28864..XZF...","PARAGUAY","1956","CPI % CHANGE","PERCENT PER ANNU","20.8955"
"28864...ZF...","PARAGUAY","1955","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.324243"
"28864..XZF...","PARAGUAY","1955","CPI % CHANGE","PERCENT PER ANNU","24.0741"
"28864...ZF...","PARAGUAY","1954","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.26133"
"28864..XZF...","PARAGUAY","1954","CPI % CHANGE","PERCENT PER ANNU","28.5714"
"28864...ZF...","PARAGUAY","1953","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.203257"
"28864..XZF...","PARAGUAY","1953","CPI % CHANGE","PERCENT PER ANNU","61.5385"
"28864...ZF...","PARAGUAY","1952","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.125825"
"28864..XZF...","PARAGUAY","1952","CPI % CHANGE","PERCENT PER ANNU","116.667"
"28864...ZF...","PARAGUAY","1951","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.0580733"
"28864..XZF...","PARAGUAY","1951","CPI % CHANGE","PERCENT PER ANNU","40.7489"
"28864...ZF...","PARAGUAY","1950","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.0412602"
"28864..XZF...","PARAGUAY","1950","CPI % CHANGE","PERCENT PER ANNU","75.6286"
"28864...ZF...","PARAGUAY","1949","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.0234929"
"28864..XZF...","PARAGUAY","1949","CPI % CHANGE","PERCENT PER ANNU","25.4854"
"28864...ZF...","PARAGUAY","1948","CPI:GT ASUNCION-WORKERS'H'HLD","INDEX NUMBER","0.0187216"
"29364...ZF...","PERU","2009","CPI:LIMA-ALL INC","INDEX NUMBER","113.04"
"29364..XZF...","PERU","2009","CPI % CHANGE","PERCENT PER ANNU","2.92721"
"29364...ZF...","PERU","2008","CPI:LIMA-ALL INC","INDEX NUMBER","109.825"
"29364..XZF...","PERU","2008","CPI % CHANGE","PERCENT PER ANNU","5.78604"
"29364...ZF...","PERU","2007","CPI:LIMA-ALL INC","INDEX NUMBER","103.818"
"29364..XZF...","PERU","2007","CPI % CHANGE","PERCENT PER ANNU","1.77999"
"29364...ZF...","PERU","2006","CPI:LIMA-ALL INC","INDEX NUMBER","102.002"
"29364..XZF...","PERU","2006","CPI % CHANGE","PERCENT PER ANNU","2.00226"
"29364...ZF...","PERU","2005","CPI:LIMA-ALL INC","INDEX NUMBER","100"
"29364..XZF...","PERU","2005","CPI % CHANGE","PERCENT PER ANNU","1.6163"
"29364...ZF...","PERU","2004","CPI:LIMA-ALL INC","INDEX NUMBER","98.4094"
"29364..XZF...","PERU","2004","CPI % CHANGE","PERCENT PER ANNU","3.6627"
"29364...ZF...","PERU","2003","CPI:LIMA-ALL INC","INDEX NUMBER","94.9323"
"29364..XZF...","PERU","2003","CPI % CHANGE","PERCENT PER ANNU","2.25916"
"29364...ZF...","PERU","2002","CPI:LIMA-ALL INC","INDEX NUMBER","92.835"
"29364..XZF...","PERU","2002","CPI % CHANGE","PERCENT PER ANNU","0.193135"
"29364...ZF...","PERU","2001","CPI:LIMA-ALL INC","INDEX NUMBER","92.6561"
"29364..XZF...","PERU","2001","CPI % CHANGE","PERCENT PER ANNU","1.9771"
"29364...ZF...","PERU","2000","CPI:LIMA-ALL INC","INDEX NUMBER","90.8597"
"29364..XZF...","PERU","2000","CPI % CHANGE","PERCENT PER ANNU","3.75734"
"29364...ZF...","PERU","1999","CPI:LIMA-ALL INC","INDEX NUMBER","87.5694"
"29364..XZF...","PERU","1999","CPI % CHANGE","PERCENT PER ANNU","3.46966"
"29364...ZF...","PERU","1998","CPI:LIMA-ALL INC","INDEX NUMBER","84.6329"
"29364..XZF...","PERU","1998","CPI % CHANGE","PERCENT PER ANNU","7.24782"
"29364...ZF...","PERU","1997","CPI:LIMA-ALL INC","INDEX NUMBER","78.9134"
"29364..XZF...","PERU","1997","CPI % CHANGE","PERCENT PER ANNU","8.56219"
"29364...ZF...","PERU","1996","CPI:LIMA-ALL INC","INDEX NUMBER","72.6896"
"29364..XZF...","PERU","1996","CPI % CHANGE","PERCENT PER ANNU","11.5379"
"29364...ZF...","PERU","1995","CPI:LIMA-ALL INC","INDEX NUMBER","65.1703"
"29364..XZF...","PERU","1995","CPI % CHANGE","PERCENT PER ANNU","11.1287"
"29364...ZF...","PERU","1994","CPI:LIMA-ALL INC","INDEX NUMBER","58.644"
"29364..XZF...","PERU","1994","CPI % CHANGE","PERCENT PER ANNU","23.7369"
"29364...ZF...","PERU","1993","CPI:LIMA-ALL INC","INDEX NUMBER","47.3941"
"29364..XZF...","PERU","1993","CPI % CHANGE","PERCENT PER ANNU","48.58"
"29364...ZF...","PERU","1992","CPI:LIMA-ALL INC","INDEX NUMBER","31.898"
"29364..XZF...","PERU","1992","CPI % CHANGE","PERCENT PER ANNU","73.5283"
"29364...ZF...","PERU","1991","CPI:LIMA-ALL INC","INDEX NUMBER","18.382"
"29364..XZF...","PERU","1991","CPI % CHANGE","PERCENT PER ANNU","409.53"
"29364...ZF...","PERU","1990","CPI:LIMA-ALL INC","INDEX NUMBER","3.60764"
"29364..XZF...","PERU","1990","CPI % CHANGE","PERCENT PER ANNU","7481.66"
"29364...ZF...","PERU","1989","CPI:LIMA-ALL INC","INDEX NUMBER","0.0475838"
"29364..XZF...","PERU","1989","CPI % CHANGE","PERCENT PER ANNU","3398.68"
"29364...ZF...","PERU","1988","CPI:LIMA-ALL INC","INDEX NUMBER","0.00136005"
"29364..XZF...","PERU","1988","CPI % CHANGE","PERCENT PER ANNU","667.019"
"29364...ZF...","PERU","1987","CPI:LIMA-ALL INC","INDEX NUMBER","0.000177316"
"29364..XZF...","PERU","1987","CPI % CHANGE","PERCENT PER ANNU","85.8223"
"29364...ZF...","PERU","1986","CPI:LIMA-ALL INC","INDEX NUMBER","9.54225E-05"
"29364..XZF...","PERU","1986","CPI % CHANGE","PERCENT PER ANNU","77.921"
"29364...ZF...","PERU","1985","CPI:LIMA-ALL INC","INDEX NUMBER","5.3632E-05"
"29364..XZF...","PERU","1985","CPI % CHANGE","PERCENT PER ANNU","163.4"
"29364...ZF...","PERU","1984","CPI:LIMA-ALL INC","INDEX NUMBER","2.03615E-05"
"29364..XZF...","PERU","1984","CPI % CHANGE","PERCENT PER ANNU","110.209"
"29364...ZF...","PERU","1983","CPI:LIMA-ALL INC","INDEX NUMBER","9.68631E-06"
"29364..XZF...","PERU","1983","CPI % CHANGE","PERCENT PER ANNU","111.151"
"29364...ZF...","PERU","1982","CPI:LIMA-ALL INC","INDEX NUMBER","4.58739E-06"
"29364..XZF...","PERU","1982","CPI % CHANGE","PERCENT PER ANNU","64.4482"
"29364...ZF...","PERU","1981","CPI:LIMA-ALL INC","INDEX NUMBER","2.78957E-06"
"29364..XZF...","PERU","1981","CPI % CHANGE","PERCENT PER ANNU","75.4333"
"29364...ZF...","PERU","1980","CPI:LIMA-ALL INC","INDEX NUMBER","1.5901E-06"
"29364..XZF...","PERU","1980","CPI % CHANGE","PERCENT PER ANNU","59.1451"
"29364...ZF...","PERU","1979","CPI:LIMA-ALL INC","INDEX NUMBER","9.99153E-07"
"29364..XZF...","PERU","1979","CPI % CHANGE","PERCENT PER ANNU","66.6944"
"29364...ZF...","PERU","1978","CPI:LIMA-ALL INC","INDEX NUMBER","5.99392E-07"
"29364..XZF...","PERU","1978","CPI % CHANGE","PERCENT PER ANNU","57.8488"
"29364...ZF...","PERU","1977","CPI:LIMA-ALL INC","INDEX NUMBER","3.79725E-07"
"29364..XZF...","PERU","1977","CPI % CHANGE","PERCENT PER ANNU","38.0541"
"29364...ZF...","PERU","1976","CPI:LIMA-ALL INC","INDEX NUMBER","2.75055E-07"
"29364..XZF...","PERU","1976","CPI % CHANGE","PERCENT PER ANNU","33.4833"
"29364...ZF...","PERU","1975","CPI:LIMA-ALL INC","INDEX NUMBER","2.0606E-07"
"29364..XZF...","PERU","1975","CPI % CHANGE","PERCENT PER ANNU","23.6187"
"29364...ZF...","PERU","1974","CPI:LIMA-ALL INC","INDEX NUMBER","1.6669E-07"
"29364..XZF...","PERU","1974","CPI % CHANGE","PERCENT PER ANNU","16.8917"
"29364...ZF...","PERU","1973","CPI:LIMA-ALL INC","INDEX NUMBER","1.42602E-07"
"29364..XZF...","PERU","1973","CPI % CHANGE","PERCENT PER ANNU","9.48905"
"29364...ZF...","PERU","1972","CPI:LIMA-ALL INC","INDEX NUMBER","1.30243E-07"
"29364..XZF...","PERU","1972","CPI % CHANGE","PERCENT PER ANNU","7.21972"
"29364...ZF...","PERU","1971","CPI:LIMA-ALL INC","INDEX NUMBER","1.21473E-07"
"29364..XZF...","PERU","1971","CPI % CHANGE","PERCENT PER ANNU","6.79064"
"29364...ZF...","PERU","1970","CPI:LIMA-ALL INC","INDEX NUMBER","1.13749E-07"
"29364..XZF...","PERU","1970","CPI % CHANGE","PERCENT PER ANNU","5.02524"
"29364...ZF...","PERU","1969","CPI:LIMA-ALL INC","INDEX NUMBER","1.08306E-07"
"29364..XZF...","PERU","1969","CPI % CHANGE","PERCENT PER ANNU","6.23616"
"29364...ZF...","PERU","1968","CPI:LIMA-ALL INC","INDEX NUMBER","1.01949E-07"
"29364..XZF...","PERU","1968","CPI % CHANGE","PERCENT PER ANNU","19.0866"
"29364...ZF...","PERU","1967","CPI:LIMA-ALL INC","INDEX NUMBER","8.56087E-08"
"29364..XZF...","PERU","1967","CPI % CHANGE","PERCENT PER ANNU","9.7836"
"29364...ZF...","PERU","1966","CPI:LIMA-ALL INC","INDEX NUMBER","7.79795E-08"
"29364..XZF...","PERU","1966","CPI % CHANGE","PERCENT PER ANNU","8.8406"
"29364...ZF...","PERU","1965","CPI:LIMA-ALL INC","INDEX NUMBER","7.16456E-08"
"29364..XZF...","PERU","1965","CPI % CHANGE","PERCENT PER ANNU","16.39"
"29364...ZF...","PERU","1964","CPI:LIMA-ALL INC","INDEX NUMBER","6.15565E-08"
"29364..XZF...","PERU","1964","CPI % CHANGE","PERCENT PER ANNU","9.79228"
"29364...ZF...","PERU","1963","CPI:LIMA-ALL INC","INDEX NUMBER","5.60663E-08"
"29364..XZF...","PERU","1963","CPI % CHANGE","PERCENT PER ANNU","6.07014"
"29364...ZF...","PERU","1962","CPI:LIMA-ALL INC","INDEX NUMBER","5.28578E-08"
"29364..XZF...","PERU","1962","CPI % CHANGE","PERCENT PER ANNU","6.64109"
"29364...ZF...","PERU","1961","CPI:LIMA-ALL INC","INDEX NUMBER","4.95661E-08"
"29364..XZF...","PERU","1961","CPI % CHANGE","PERCENT PER ANNU","5.91671"
"29364...ZF...","PERU","1960","CPI:LIMA-ALL INC","INDEX NUMBER","4.67972E-08"
"29364..XZF...","PERU","1960","CPI % CHANGE","PERCENT PER ANNU","8.66446"
"29364...ZF...","PERU","1959","CPI:LIMA-ALL INC","INDEX NUMBER","4.30658E-08"
"29364..XZF...","PERU","1959","CPI % CHANGE","PERCENT PER ANNU","12.7567"
"29364...ZF...","PERU","1958","CPI:LIMA-ALL INC","INDEX NUMBER","3.81936E-08"
"29364..XZF...","PERU","1958","CPI % CHANGE","PERCENT PER ANNU","7.92478"
"29364...ZF...","PERU","1957","CPI:LIMA-ALL INC","INDEX NUMBER","3.53891E-08"
"29364..XZF...","PERU","1957","CPI % CHANGE","PERCENT PER ANNU","7.43146"
"29364...ZF...","PERU","1956","CPI:LIMA-ALL INC","INDEX NUMBER","3.29411E-08"
"29364..XZF...","PERU","1956","CPI % CHANGE","PERCENT PER ANNU","5.47945"
"29364...ZF...","PERU","1955","CPI:LIMA-ALL INC","INDEX NUMBER","3.12298E-08"
"29364..XZF...","PERU","1955","CPI % CHANGE","PERCENT PER ANNU","4.78469"
"29364...ZF...","PERU","1954","CPI:LIMA-ALL INC","INDEX NUMBER","2.98038E-08"
"29364..XZF...","PERU","1954","CPI % CHANGE","PERCENT PER ANNU","5.02513"
"29364...ZF...","PERU","1953","CPI:LIMA-ALL INC","INDEX NUMBER","2.83778E-08"
"29364..XZF...","PERU","1953","CPI % CHANGE","PERCENT PER ANNU","9.34066"
"29364...ZF...","PERU","1952","CPI:LIMA-ALL INC","INDEX NUMBER","2.59536E-08"
"29364..XZF...","PERU","1952","CPI % CHANGE","PERCENT PER ANNU","7.05882"
"29364...ZF...","PERU","1951","CPI:LIMA-ALL INC","INDEX NUMBER","2.42423E-08"
"29364..XZF...","PERU","1951","CPI % CHANGE","PERCENT PER ANNU","10.3896"
"29364...ZF...","PERU","1950","CPI:LIMA-ALL INC","INDEX NUMBER","2.19607E-08"
"29364..XZF...","PERU","1950","CPI % CHANGE","PERCENT PER ANNU","11.5942"
"29364...ZF...","PERU","1949","CPI:LIMA-ALL INC","INDEX NUMBER","1.96791E-08"
"29364..XZF...","PERU","1949","CPI % CHANGE","PERCENT PER ANNU","15"
"29364...ZF...","PERU","1948","CPI:LIMA-ALL INC","INDEX NUMBER","1.71122E-08"
"56664...ZF...","PHILIPPINES","2009","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","123.305"
"56664..XZF...","PHILIPPINES","2009","CPI % CHANGE","PERCENT PER ANNU","3.27472"
"56664...ZF...","PHILIPPINES","2008","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","119.395"
"56664..XZF...","PHILIPPINES","2008","CPI % CHANGE","PERCENT PER ANNU","9.31053"
"56664...ZF...","PHILIPPINES","2007","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","109.226"
"56664..XZF...","PHILIPPINES","2007","CPI % CHANGE","PERCENT PER ANNU","2.81001"
"56664...ZF...","PHILIPPINES","2006","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","106.24"
"56664..XZF...","PHILIPPINES","2006","CPI % CHANGE","PERCENT PER ANNU","6.24037"
"56664...ZF...","PHILIPPINES","2005","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","100"
"56664..XZF...","PHILIPPINES","2005","CPI % CHANGE","PERCENT PER ANNU","7.62852"
"56664...ZF...","PHILIPPINES","2004","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","92.9122"
"56664..XZF...","PHILIPPINES","2004","CPI % CHANGE","PERCENT PER ANNU","5.9754"
"56664...ZF...","PHILIPPINES","2003","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","87.6733"
"56664..XZF...","PHILIPPINES","2003","CPI % CHANGE","PERCENT PER ANNU","3.45455"
"56664...ZF...","PHILIPPINES","2002","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","84.7458"
"56664..XZF...","PHILIPPINES","2002","CPI % CHANGE","PERCENT PER ANNU","2.99625"
"56664...ZF...","PHILIPPINES","2001","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","82.2804"
"56664..XZF...","PHILIPPINES","2001","CPI % CHANGE","PERCENT PER ANNU","6.8"
"56664...ZF...","PHILIPPINES","2000","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","77.0416"
"56664..XZF...","PHILIPPINES","2000","CPI % CHANGE","PERCENT PER ANNU","3.9501"
"56664...ZF...","PHILIPPINES","1999","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","74.114"
"56664..XZF...","PHILIPPINES","1999","CPI % CHANGE","PERCENT PER ANNU","5.94714"
"56664...ZF...","PHILIPPINES","1998","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","69.9538"
"56664..XZF...","PHILIPPINES","1998","CPI % CHANGE","PERCENT PER ANNU","9.26594"
"56664...ZF...","PHILIPPINES","1997","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","64.0216"
"56664..XZF...","PHILIPPINES","1997","CPI % CHANGE","PERCENT PER ANNU","5.59085"
"56664...ZF...","PHILIPPINES","1996","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","60.6317"
"56664..XZF...","PHILIPPINES","1996","CPI % CHANGE","PERCENT PER ANNU","7.51366"
"56664...ZF...","PHILIPPINES","1995","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","56.3945"
"56664..XZF...","PHILIPPINES","1995","CPI % CHANGE","PERCENT PER ANNU","6.70554"
"56664...ZF...","PHILIPPINES","1994","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","52.8505"
"56664..XZF...","PHILIPPINES","1994","CPI % CHANGE","PERCENT PER ANNU","8.36193"
"56664...ZF...","PHILIPPINES","1993","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","48.7722"
"56664..XZF...","PHILIPPINES","1993","CPI % CHANGE","PERCENT PER ANNU","6.88158"
"56664...ZF...","PHILIPPINES","1992","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","45.632"
"56664..XZF...","PHILIPPINES","1992","CPI % CHANGE","PERCENT PER ANNU","8.59449"
"56664...ZF...","PHILIPPINES","1991","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","42.0206"
"56664..XZF...","PHILIPPINES","1991","CPI % CHANGE","PERCENT PER ANNU","18.4923"
"56664...ZF...","PHILIPPINES","1990","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","35.4627"
"56664..XZF...","PHILIPPINES","1990","CPI % CHANGE","PERCENT PER ANNU","12.6799"
"56664...ZF...","PHILIPPINES","1989","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","31.4721"
"56664..XZF...","PHILIPPINES","1989","CPI % CHANGE","PERCENT PER ANNU","10.5852"
"56664...ZF...","PHILIPPINES","1988","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","28.4596"
"56664..XZF...","PHILIPPINES","1988","CPI % CHANGE","PERCENT PER ANNU","8.76218"
"56664...ZF...","PHILIPPINES","1987","CPI:ALL INC H'HLDS-459 ITEMS","INDEX NUMBER","26.1668"
"56664..XZF...","PHILIPPINES","1987","CPI % CHANGE","PERCENT PER ANNU","3.79067"
