stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear,birthyear,gender,militarycareer,l_month,l_year
DRV,816,A3.0-213,Nguye Phu Trong,19,1,2011,7,2024,1944,1,0,,
DRV,816,,To Lam,3,8,2024,,,1957,1,,,
RVN,817,A2.9-8758,Pham Buu Loc,12,1,1954,6,1954,1915,1,0,,
RVN,817,A2.9-8761,Quat,16,6,1954,6,1954,1909,1,0,,
RVN,817,A2.9-8764,Ngo Dinh Diem,26,6,1954,11,1963,1901,1,0,4,1961
RVN,817,A2.9-8767,Minh,1,11,1963,1,1964,1916,1,0,,
RVN,817,A2.9-8770,Khanh,30,1,1964,11,1964,1927,1,1,,
RVN,817,A2.9-8773,Van Huong,4,11,1964,1,1965,1903,1,0,,
RVN,817,A2.9-8776,Khahn,26,1,1965,2,1965,1927,1,1,,
RVN,817,A2.9-8779,Quat,20,2,1965,6,1965,1909,1,0,,
RVN,817,A2.9-8782,Van Thieu,14,6,1965,4,1975,1923,1,1,9,1967
RVN,817,A2.9-8785,Minh,28,4,1975,4,1975,1916,1,0,,
MAL,820,A2.9-8788,Rahman,31,8,1957,4,1959,1895,1,0,7,1955
MAL,820,A2.9-8791,Razak,15,4,1959,8,1959,1922,1,0,,
MAL,820,A2.9-8794,Rahman,21,8,1959,9,1970,1895,1,0,8,1959
MAL,820,A2.9-8797,Razak,22,9,1970,1,1976,1922,1,0,8,1974
MAL,820,A2.9-8800,Hussein Bin Onn,14,1,1976,7,1981,1922,1,0,7,1978
MAL,820,A2.9-8803,Mahatir Bin Mohammad,16,7,1981,10,2003,1925,1,0,4,1982
MAL,820,A2.9-8806,Ahmad Badawi,31,10,2003,4,2009,1939,1,0,3,2004
MAL,820,A3.0-214,Najib Tun Razak,3,4,2009,5,2018,1953,1,0,5,2013
MAL,820,KS-820-1,Mahathir Bin Mohamed,10,5,2018,3,2020,1925,1,0,5,2018
MAL,820,ctb-820-1,Muhyiddin Yassin,1,3,2020,8,2021,1947,1,0,,
MAL,820,ctb-820-2,Datuk Seri Ismail Sabri Yaakob,21,8,2021,11,2022,1960,1,0,,
MAL,820,ctb-820-3,Anwar Ibrahim,24,11,2022,,,1947,1,0,11,2022
SIN,830,A2.9-8809,Lee Kuan Yew,9,8,1965,11,1990,1923,1,0,9,1963
SIN,830,A2.9-8812,Goh Chok Tong,28,11,1990,8,2004,1941,1,0,8,1991
SIN,830,A2.9-8815,Lee Hsien Loong,12,8,2004,5,2024,1952,1,0,5,2006
SIN,830,,Lawrence Wong,15,5,2024,,,1972,,,,
BRU,835,A2.9-8818,Hassanal Bolkiah,4,10,1967,,,1946,1,0,,
PHI,840,A2.9-8824,Quirrino,16,4,1948,12,1953,1890,1,0,11,1949
PHI,840,A2.9-8827,Magsaysay,30,12,1953,3,1957,1907,1,1,11,1953
PHI,840,A2.9-8830,Garcia,17,3,1957,11,1961,1896,1,0,11,1957
PHI,840,A2.9-8833,Macapagal,14,11,1961,12,1965,1910,1,0,11,1961
PHI,840,A2.9-8836,Marcos,30,12,1965,2,1986,1917,1,0,11,1965
PHI,840,A2.9-8839,Aquino,25,2,1986,6,1992,1933,0,0,2,1986
PHI,840,A2.9-8842,Ramos,30,6,1992,6,1998,1928,1,1,5,1992
PHI,840,A2.9-8845,Estrada,30,6,1998,1,2001,1937,1,0,5,1998
PHI,840,A2.9-8848,Gloria Macapagal-Arroyo,21,1,2001,6,2010,1947,0,0,5,2004
PHI,840,A3.0-215,Benigno Aquino III,30,6,2010,6,2016,1960,1,0,5,2010
PHI,840,jb-840-1,Rodrigo Duterte,30,6,2016,6,2022,1945,1,0,5,2016
PHI,840,ctb-840-1,"Ferdinand Romualdez Marcos, Jr",30,6,2022,,,1957,1,,5,2022
INS,850,A2.9-8860,Sukarno,27,12,1949,3,1966,1901,1,0,,
INS,850,A2.9-8863,Suharto,12,3,1966,5,1998,1921,1,1,7,1971
INS,850,A2.9-8866,Habibie,21,5,1998,10,1999,1936,1,0,,
INS,850,A2.9-8869,Wahid,20,10,1999,7,2001,1940,1,0,6,1999
INS,850,A2.9-8872,Megawati Sukarnoputri,24,7,2001,10,2004,1947,0,0,,
INS,850,A2.9-8875,Bambang Yudhoyono,20,10,2004,10,2014,1949,1,1,7,2004
INS,850,cb-850-1,Joko Widodo,20,10,2014,10,2024,1961,1,0,7,2014
INS,850,,Prabowo Subianto,20,10,2024,,,1951,1,,,
ETM,860,A2.9-8878,Gusmao,20,5,2002,5,2007,1946,1,0,4,2002
ETM,860,A3.0-216,Ramos-Horta,30,5,2007,2,2008,1949,1,0,5,2007
ETM,860,cb-860-0,araujo,13,2,2008,4,2008,1963,1,0,,
ETM,860,cb-860-.5,Ramos-Horta,17,4,2008,5,2012,1949,1,0,5,2007
ETM,860,cb-860-1,Matan Ruak,20,5,2012,5,2017,1956,1,1,4,2012
ETM,860,se-860-2,Francisco Guterres,20,5,2017,5,2022,1954,1,1,3,2017
ETM,860,ctb-860-1,Jose Manuel Ramos-Horta,20,5,2022,,,1949,1,0,4,2022
AUL,900,A2.9-8941,Menzies,19,12,1949,1,1966,1894,1,0,12,1949
AUL,900,A2.9-8944,Holt,27,1,1966,12,1967,1908,1,0,11,1966
AUL,900,A2.9-8947,McEwen,19,12,1967,1,1968,1900,1,0,,
AUL,900,A2.9-8950,Gorton,10,1,1968,3,1971,1911,1,0,10,1969
AUL,900,A2.9-8953,McMahon,10,3,1971,12,1972,1908,1,0,,
AUL,900,A2.9-8956,Whitlam,5,12,1972,11,1975,1916,1,0,12,1972
AUL,900,A2.9-8959,Fraser,11,11,1975,3,1983,1930,1,0,12,1975
AUL,900,A2.9-8962,Hawke,11,3,1983,12,1991,1929,1,0,3,1983
AUL,900,A2.9-8965,Keating,19,12,1991,3,1996,1945,1,0,3,1993
AUL,900,A2.9-8968,Howard,11,3,1996,12,2007,1939,1,0,3,1996
AUL,900,A3.0-217,Rudd,3,12,2007,6,2010,1957,1,0,11,2007
AUL,900,A3.0-218,Gillard,24,6,2010,6,2013,1961,0,0,8,2010
AUL,900,cb-900-1,Rudd,27,6,2013,9,2013,1957,1,0,,
AUL,900,cb-900-2,Abbott,18,9,2013,9,2015,1957,1,0,9,2013
AUL,900,cb-900-3,Turnbull,15,9,2015,8,2018,1954,1,0,,
AUL,900,ctb-900-1,Morrison,24,8,2018,5,2022,1968,1,0,5,2019
AUL,900,ctb-900-2,Anthony Albanese,23,5,2022,,,1963,1,0,4,2022
PNG,910,A2.9-8971,Somare,16,9,1975,3,1980,1936,1,0,6,1977
PNG,910,A2.9-8974,Chan,11,3,1980,8,1982,1939,1,0,,
PNG,910,A2.9-8977,Somare,2,8,1982,11,1985,1936,1,0,,
PNG,910,A2.9-8980,Wingti,21,11,1985,7,1988,1951,1,0,,
PNG,910,A2.9-8983,Namaliu,4,7,1988,7,1992,1947,1,0,,
PNG,910,A2.9-8986,Wingti,17,7,1992,8,1994,1951,1,0,6,1992
PNG,910,A2.9-8989,Chan,30,8,1994,7,1997,1939,1,0,,
PNG,910,A2.9-8992,Skate,22,7,1997,7,1999,1953,1,0,6,1997
PNG,910,A2.9-8995,Morauta,14,7,1999,8,2002,1946,1,0,,
PNG,910,A2.9-8998,Somare,6,8,2002,8,2011,1936,1,0,6,2002
PNG,910,A3.0-219,O'Neill,2,8,2011,5,2019,1965,1,0,6,2012
PNG,910,ctb-910-1,James Marape,30,5,2019,,,1971,1,0,5,2019
NEW,920,A2.9-9028,Holland,13,12,1949,9,1957,1893,1,0,11,1949
NEW,920,A2.9-9031,Holyoake,20,9,1957,12,1957,1904,1,0,,
NEW,920,A2.9-9034,Nash,12,12,1957,12,1960,1882,1,0,11,1957
NEW,920,A2.9-9037,Holyoake,12,12,1960,2,1972,1904,1,0,11,1960
NEW,920,A2.9-9040,Marshall,7,2,1972,12,1972,1912,1,0,,
NEW,920,A2.9-9043,Kirk,8,12,1972,8,1974,1923,1,0,11,1972
NEW,920,A2.9-9046,Rowling,6,9,1974,12,1975,1927,1,0,,
NEW,920,A2.9-9049,Muldoon,12,12,1975,7,1984,1921,1,0,11,1975
NEW,920,A2.9-9052,Lange,26,7,1984,8,1989,1942,1,0,7,1984
NEW,920,A2.9-9055,Palmer,8,8,1989,9,1990,1942,1,0,,
NEW,920,A2.9-9058,Moore,4,9,1990,10,1990,1949,1,0,,
NEW,920,A2.9-9061,Bolger,27,10,1990,12,1997,1935,1,0,10,1990
NEW,920,A2.9-9064,Shipley,8,12,1997,12,1999,1952,0,0,,
NEW,920,A2.9-9067,Clark,10,12,1999,11,2008,1950,0,0,11,1999
NEW,920,A3.0-220,John Key,19,11,2008,12,2016,1961,1,0,11,2008
NEW,920,se-920-1,Bill English,12,12,2016,10,2017,1961,1,0,,
NEW,920,se-920-2,Jacinda Ardern,26,10,2017,1,2023,1980,0,0,9,2017
NEW,920,ctb-920-1,Chris Hipkins,25,1,2023,11,2023,1978,1,0,,
NEW,920,ctb-920-2,Christopher Luxon,27,11,2023,,,1970,1,0,10,2023
VAN,935,kb-935-1,Lini,30,7,1980,9,1991,1942,1,0,11,1979
VAN,935,kb-935-2,Kalpokas,6,9,1991,12,1991,1943,1,0,,
VAN,935,kb-935-3,Korman,16,12,1991,12,1995,1941,1,0,12,1991
VAN,935,kb-935-4,Vohor,21,12,1995,2,1996,1955,1,0,11,1995
VAN,935,kb-935-5,Korman,23,2,1996,9,1996,1941,1,0,,
VAN,935,kb-935-6,Vohor,30,9,1996,3,1998,1955,1,0,,
VAN,935,kb-935-7,Kalpokas,30,3,1998,11,1999,1943,1,0,3,1998
VAN,935,kb-935-8,Sope,25,11,1999,4,2001,1951,1,0,,
VAN,935,kb-935-9,Natapei,13,4,2001,7,2004,1954,1,0,5,2002
VAN,935,kb-935-10,Vohor,29,7,2004,12,2004,1955,1,0,7,2004
VAN,935,kb-935-11,Lini,11,12,2004,9,2008,1951,1,0,,
VAN,935,kb-935-12,Natapei,22,9,2008,11,2009,1954,1,0,9,2008
VAN,935,kb-935-13,Vohor,27,11,2009,12,2009,1955,1,0,,
VAN,935,kb-935-14,Natapei,5,12,2009,12,2010,1954,1,0,,
VAN,935,kb-935-15,Kilman,2,12,2010,4,2011,1957,1,0,,
VAN,935,kb-935-16,Vohor,24,4,2011,5,2011,1955,1,0,,
VAN,935,kb-935-17,Kilman,13,5,2011,6,2011,1957,1,0,,
VAN,935,kb-935-18,Natapei,16,6,2011,6,2011,1954,1,0,,
VAN,935,kb-935-19,Kilman,26,6,2011,3,2013,1957,1,0,,
VAN,935,kb-935-20,Kalosil,23,3,2013,5,2014,1963,1,0,10,2012
VAN,935,kb-935-21,Natuman,15,5,2014,5,2015,1952,1,0,,
VAN,935,kb-935-22,Kilman,11,6,2015,2,2016,1957,1,0,,
VAN,935,cb-935-1,Salwai,11,2,2016,4,2020,1963,1,0,1,2016
VAN,935,ctb-935-1,Loughman,20,4,2020,11,2022,1961,1,0,3,2020
VAN,935,ctb-935-1,Alatoi Ishmael Kalsakau,4,11,2022,9,2023,1961,1,0,10,2022
VAN,935,ctb-935-2,Sato Kilman,4,9,2023,10,2023,1957,1,0,,
VAN,935,ctb-935-3,Charlot Salwai,6,10,2023,2,2025,1963,1,0,,
VAN,935,,Jotham Napat,11,2,2025,,,1972,1,,,
SOL,940,A2.9-9070,Kenilorea,7,7,1978,8,1981,1943,1,0,7,1976
SOL,940,A2.9-9073,Mamaloni,31,8,1981,11,1984,1943,1,0,,
SOL,940,A2.9-9076,Kenilorea,19,11,1984,12,1986,1943,1,0,10,1984
SOL,940,A2.9-9079,Alebua,1,12,1986,3,1989,1947,1,0,,
SOL,940,A2.9-9082,Mamaloni,28,3,1989,6,1993,1943,1,0,2,1989
SOL,940,A2.9-9085,Hilly,18,6,1993,10,1994,1948,1,0,5,1993
SOL,940,A2.9-9088,Mamaloni,31,10,1994,8,1997,1943,1,0,,
SOL,940,A2.9-9091,Ulufa'alu,27,8,1997,6,2000,1950,1,0,8,1997
SOL,940,A2.9-9094,Sogavare,30,6,2000,12,2001,1955,1,0,,
SOL,940,A2.9-9097,Kemakeza,17,12,2001,4,2006,1950,1,0.5,12,2001
SOL,940,A3.0-221,Rini,20,4,2006,5,2006,1949,1,0,4,2006
SOL,940,A3.0-222,Sogavare,4,5,2006,12,2007,1955,1,0,,
SOL,940,A3.0-223,Sikua,20,12,2007,8,2010,1959,1,0,,
SOL,940,A3.0-224,Danny Philip,25,8,2010,11,2011,1953,1,0,8,2010
SOL,940,A3.0-225,Darcy Lilo,16,11,2011,12,2014,1965,1,0,,
SOL,940,cb-940-1,Sogavare,9,12,2014,11,2017,1955,1,0,11,2014
SOL,940,se-940-2,Rick Houenipwela,15,11,2017,4,2019,1958,1,0,,
SOL,940,ctb-940-1,Sogavare,24,4,2019,5,2024,1955,1,0,4,2019
SOL,940,,Jeremiah Manele,5,2,2024,,,1968,1,,,
KIR,946,kb-200-1,Tabai,12,8,1979,7,1991,1950,1,0,3,1978
KIR,946,kb-200-2,Teannaki,3,7,1991,9,1994,1936,1,0,7,1991
KIR,946,kb-200-3,Tito,30,9,1994,3,2003,1953,1,0,7,1994
KIR,946,kb-200-4,Tong,4,7,2003,3,2016,1952,1,0,7,2003
KIR,946,kb-200-5,Taneti Maamau,11,3,2016,,,1960,1,0,3,2016
TUV,947,kb-200-5b,Lauti,1,10,1978,9,1981,1928,1,0,8,1977
TUV,947,kb-200-6,Puapua,17,9,1981,9,1989,1938,1,0,9,1981
TUV,947,kb-200-6b,Paeniu,27,9,1989,11,1993,1956,1,0,9,1989
TUV,947,kb-200-7,Latasi,10,12,1993,12,1996,1936,1,0,11,1993
TUV,947,kb-200-8,Paeniu,23,12,1996,4,1999,1956,1,0,2,1998
TUV,947,kb-200-9,Ionatana,27,4,1999,12,2000,1938,1,0,4,1999
TUV,947,kb-210-1,Tuilimu,8,12,2000,2,2001,1939,1,0,,
TUV,947,kb-210-2,Luka,24,2,2001,12,2001,1940,1,0,2,2001
TUV,947,kb-210-3,Talake,14,12,2001,8,2002,1934,1,0,12,2001
TUV,947,kb-210-4,Sopoaga,2,8,2002,8,2004,1956,1,0,7,2002
TUV,947,kb-210-5,Toafa,27,8,2004,8,2006,1954,1,0,10,2004
TUV,947,kb-210-6,Ielemia,14,8,2006,9,2010,1955,1,0,8,2006
TUV,947,kb-210-7,Toafa,29,9,2010,12,2010,1954,1,0,9,2010
TUV,947,kb-210-8,Telavi,24,12,2010,8,2013,1954,1,0.5,12,2010
TUV,947,kb-210-9,Sopoaga,1,8,2013,9,2019,1956,1,0,8,2013
TUV,947,ctb-210-1,Kausea Natano,19,9,2019,2,2024,1957,1,0,9,2019
TUV,947,,Feleti Teo,29,2,2024,,,1962,1,,,
FIJ,950,A2.9-9100,Mara,10,10,1970,4,1987,1920,1,0,9,1966
FIJ,950,A2.9-9103,Bavadra,13,4,1987,5,1987,1934,1,0,4,1987
FIJ,950,A2.9-9106,Rabuka,14,5,1987,12,1987,1948,1,1,,
FIJ,950,A2.9-9109,Mara,5,12,1987,6,1992,1920,1,0,,
FIJ,950,A2.9-9112,Rabuka,2,6,1992,5,1999,1948,1,1,5,1992
FIJ,950,A2.9-9115,Chaudhry,19,5,1999,5,2000,1942,1,0,5,1999
FIJ,950,A2.9-9121,Bainimarama,29,5,2000,7,2000,1954,1,1,,
FIJ,950,A2.9-9124,Laisenia Qarase,14,7,2000,12,2006,1941,1,0,8,2001
FIJ,950,A3.0-226,Senilagakali,5,12,2006,1,2007,1929,1,0,5,2006
FIJ,950,A3.0-227,Bainimarama,5,1,2007,12,2022,1954,1,1,9,2014
FIJ,950,ctb-950-1,Sitiveni Rabuka,24,12,2022,,,1948,1,1,,
TON,955,kb-955-2,Tu'ipelehake,4,6,1970,8,1991,1922,1,0,,
TON,955,kb-955-3,Vaea,21,8,1991,1,2000,1921,1,0,,
TON,955,kb-955-4,Ulukalala Lavaka Ata (Tupou VI),3,1,2000,2,2006,1959,1,0,,
TON,955,kb-955-5,Sevele,11,2,2006,12,2010,1944,1,0,,
TON,955,kb-955-6,Tu'ivakano,22,12,2010,12,2014,1952,1,0,,
TON,955,kb-955-7,Pohiva,30,12,2014,9,2019,1941,1,0,,
TON,955,ctb-955-1,Sika,12,9,2019,10,2019,1968,1,0,,
TON,955,ctb-955-2,Tu'I'onetoa,8,10,2019,12,2021,1961,1,0,,
TON,955,ctb-955-3,Siaosi Sovaleni,28,12,2021,12,2024,1970,1,0,12,2021
TON,955,,Samiu Vaipulu,9,12,2024,1,2025,1982,1,0,,
TON,955,,Aisake Eke,22,1,2025,12,2025,1960,1,0,,
TON,955,,Fatefahi Fakananua,18,12,2025,,,1985,1,,,
NAU,970,kb-970-1,DeRoburt,31,1,1968,12,1976,1922,1,0,,
NAU,970,kb-970-2,Dowiyogo,22,12,1976,4,1978,1946,1,0,,
NAU,970,kb-970-3,Lagumot Harris,19,4,1978,5,1978,1938,1,0,,
NAU,970,kb-970-4,DeRoburt,15,5,1978,9,1986,1922,1,0,,
NAU,970,kb-970-5,Adeang,17,9,1986,10,1986,1942,1,0,,
NAU,970,kb-970-6,DeRoburt,1,10,1986,12,1986,1922,1,0,,
NAU,970,kb-970-7,Adeang,12,12,1986,12,1986,1942,1,0,,
NAU,970,kb-970-8,DeRoburt,21,12,1986,8,1989,1922,1,0,,
NAU,970,kb-970-9,Aroi,17,8,1989,12,1989,1942,1,0,,
NAU,970,kb-970-10,Dowiyogo,12,12,1989,11,1995,1946,1,0,,
NAU,970,kb-970-11,Lagumot Harris,22,11,1995,11,1996,1938,1,0,,
NAU,970,kb-970-12,Dowiyogo,11,11,1996,11,1996,1946,1,0,,
NAU,970,kb-970-13,Adeang,26,11,1996,12,1996,1942,1,0,,
NAU,970,kb-970-14,Kun,19,12,1996,2,1997,1942,1,0,,
NAU,970,kb-970-15,Clodumar,12,2,1997,6,1998,1945,1,0,,
NAU,970,kb-970-16,Dowiyogo,18,6,1998,4,1999,1946,1,0,,
NAU,970,kb-970-17,Rene Harris,27,4,1999,4,2000,1947,1,0,,
NAU,970,kb-970-18,Dowiyogo,20,4,2000,3,2001,1946,1,0,,
NAU,970,kb-970-19,Rene Harris,30,3,2001,1,2003,1947,1,0,,
NAU,970,kb-970-20,Dowiyogo,9,1,2003,3,2003,1946,1,0,,
NAU,970,kb-970-21,Gioura,10,3,2003,5,2003,1932,1,0,,
NAU,970,kb-970-22,Scotty,29,5,2003,8,2003,1948,1,0,,
NAU,970,kb-970-23,Rene Harris,8,8,2003,6,2004,1947,1,0,,
NAU,970,kb-970-24,Scotty,22,6,2004,12,2007,1948,1,0,,
NAU,970,kb-970-25,Stephen,19,12,2007,11,2011,1969,1,0,,
NAU,970,kb-970-26,Dabwido,15,11,2011,6,2013,1972,1,0,,
NAU,970,kb-970-27,Waqa,11,6,2013,8,2019,1959,1,0,,
NAU,970,ctb-970-1,Aingimea,27,8,2019,9,2022,1972,1,0,,
NAU,970,ctb-970-2,Russ Joseph Kun,29,9,2022,10,2023,1975,1,0,,
NAU,970,ctb-970-3,David Adeang,30,10,2023,,,1969,1,0,,
MSI,983,kb-983-1,Amata Kabua,17,11,1979,12,1996,1928,1,0,,
MSI,983,kb-983-2,Lemari,20,12,1996,1,1997,1942,1,0,,
MSI,983,kb-983-3,Imata Kabua,14,1,1997,1,2000,1943,1,0,,
MSI,983,kb-983-4,Note,10,1,2000,1,2008,1950,1,0,,
MSI,983,kb-983-5,Tomeing,14,1,2008,10,2009,1939,1,0,,
MSI,983,kb-983-6,Zackhras,21,10,2009,11,2009,1947,1,0,,
MSI,983,kb-983-7,Zedkaia,2,11,2009,1,2012,1950,1,0,,
MSI,983,kb-983-8,Loeak,10,1,2012,1,2016,1952,1,0,,
MSI,983,kb-983-9,Nemra,10,1,2016,1,2016,1971,1,0,,
MSI,983,cb-983-10,Hilda Heine,28,1,2016,1,2020,1951,0,0,,
MSI,983,ctb-983-1,David Kabua,13,1,2020,1,2024,1951,1,0,1,2020
MSI,983,ctb-983-2,Hilda Heine,3,1,2024,,,1951,0,0,,
PAL,986,kb-986-1,Remeliik,1,1,1981,6,1985,1933,1,0,11,1980
PAL,986,kb-986-2,Oiterong,2,7,1985,9,1985,1924,1,0,,
PAL,986,kb-986-3,Salii,6,9,1985,8,1988,1936,1,0,8,1985
PAL,986,kb-986-4,Thomas Remengesau,20,8,1988,12,1988,1931,1,0,,
PAL,986,kb-986-5,Etpison,1,1,1989,12,1992,1925,1,0,11,1988
PAL,986,kb-986-6,Nakamura,1,1,1993,12,2000,1943,1,0,9,1992
PAL,986,kb-986-7,Tommy Remengesau,1,1,2001,1,2009,1956,1,0,11,2000
PAL,986,kb-986-8,Toribiong,15,1,2009,1,2013,1946,1,0,11,2008
PAL,986,kb-986-9,Tommy Remengesau,17,1,2013,1,2021,1956,1,0,11,2012
PAL,986,ctb-986-1,Surangel Whipps Jr.,21,1,2021,,,1969,1,0,11,2020
FSM,987,kb-987-1,Nakyama,11,5,1979,5,1987,1931,1,0,,
FSM,987,kb-987-2,Haglelgam,11,5,1987,5,1991,1949,1,0,,
FSM,987,kb-987-3,Olter,11,5,1991,11,1996,1932,1,0,,
FSM,987,kb-987-4,Nena,8,11,1996,5,1999,1941,1,0,,
FSM,987,kb-987-5,Falcam,11,5,1999,5,2003,1935,1,0,,
FSM,987,kb-987-6,Urusemal,11,5,2003,5,2007,1952,1,0,,
FSM,987,kb-987-7,Mori,11,5,2007,5,2015,1948,1,0,,
FSM,987,kb-987-8,Christian,11,5,2015,5,2019,1947,1,0,,
FSM,987,ctb-987-1,Panuelo,11,5,2019,5,2023,1964,1,0,,
FSM,987,ctb-987-2,Wesley Simina,11,5,2023,,,1961,1,0,5,2023
WSM,990,kb-800-1,Mata'afa Mulinu'u,1,1,1962,2,1970,1921,1,0,,
WSM,990,kb-800-2,Tamasese Lealofi IV,25,2,1970,3,1973,1922,1,0,,
WSM,990,kb-800-3,Mata'afa Mulinu'u,20,3,1973,5,1975,1921,1,0,,
WSM,990,kb-800-4,Tamasese Lealofi IV,21,5,1975,3,1976,1922,1,0,,
WSM,990,kb-800-5,Taisi Tufuga Efi,24,3,1976,4,1982,1938,1,0,,
WSM,990,kb-800-6,Va'ai Kolone,13,4,1982,9,1982,1911,1,0,2,1982
WSM,990,kb-800-7,Taisi Tufuga Efi,18,9,1982,12,1982,1938,1,0,,
WSM,990,kb-800-8,Tofilau Eti Alesana,31,12,1982,12,1985,1924,1,0,2,1985
WSM,990,kb-800-9,Va'ai Kolone,30,12,1985,4,1988,1911,1,0,,
WSM,990,kb-810-1,Tofilau Eti Alesana,8,4,1988,12,1998,1924,1,0,,
WSM,990,kb-810-2,Tuilaepa Sailele Malielegaoi,23,12,1998,7,2021,1945,1,0,7,1998
WSM,990,mf-990-1,Fiame Naomi Mata'afa,27,7,2021,9,2025,1957,0,0,4,2021
WSM,990,,La'auli Leuatea Schmidt,16,9,2025,,,1966,,,,
