stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear,birthyear,gender,militarycareer,l_month,l_year
SNM,331,196914,Alvaro Casali (5th time),1,10,1969,4,1970,-99,-99,-99,,
SNM,331,197020,Francesco Valli (3rd time),1,4,1970,10,1970,-99,-99,-99,,
SNM,331,197014,Simone Rossini,1,10,1970,4,1971,-99,-99,-99,,
SNM,331,197120,Luigi Lonfernini (1st time),1,4,1971,10,1971,-99,-99,-99,,
SNM,331,197114,Federico Carattoni (2nd time),1,10,1971,4,1972,-99,-99,-99,,
SNM,331,197220,Marino Benedetto Belluzzi (4th,1,4,1972,10,1972,-99,-99,-99,,
SNM,331,197214,Rosolino Martelli (1st time),1,10,1972,4,1973,-99,-99,-99,,
SNM,331,197320,Francesco Maria Francini,1,4,1973,10,1973,-99,-99,-99,,
SNM,331,197314,Antonio Lazzaro Volpinari,1,10,1973,4,1974,-99,-99,-99,,
SNM,331,197420,Ferruccio Piva (4th time),1,4,1974,10,1974,-99,-99,-99,,
SNM,331,197414,Francesco Valli (4th time),1,10,1974,4,1975,-99,-99,-99,,
SNM,331,197520,Alberto Cecchetti (1st time),1,4,1975,10,1975,-99,-99,-99,,
SNM,331,197514,Giovanni Vito Marcucci (3rd time),1,10,1975,4,1976,-99,-99,-99,,
SNM,331,197620,Clelio Galassi,1,4,1976,10,1976,-99,-99,-99,,
SNM,331,197614,Primo Bugli (4th time),1,10,1976,4,1977,-99,-99,-99,,
SNM,331,197720,Alberto Lonfernini (2nd time),1,4,1977,10,1977,-99,-99,-99,,
SNM,331,197714,Giordano Bruno Reffi (2nd time),1,10,1977,4,1978,-99,-99,-99,,
SNM,331,197820,Francesco Valli (4th time),1,4,1978,10,1978,-99,-99,-99,,
SNM,331,197814,Ermenegildo Gasperoni,1,10,1978,4,1979,-99,-99,-99,,
SNM,331,197920,Marino Bollini (1st time),1,4,1979,10,1979,-99,-99,-99,,
SNM,331,197914,Giuseppe Amici (1st time),1,10,1979,4,1980,-99,-99,-99,,
SNM,331,198020,Pietro Chiaruzzi,1,4,1980,10,1980,-99,-99,-99,,
SNM,331,198014,Giancarlo Berardi,1,10,1980,4,1981,-99,-99,-99,,
SNM,331,198120,Gastone Pasolini,1,4,1981,10,1981,-99,-99,-99,,
SNM,331,198114,Mario Rossi,1,10,1981,4,1982,-99,-99,-99,,
SNM,331,198220,Giuseppe Maiani (2nd time),1,4,1982,10,1982,-99,-99,-99,,
SNM,331,198214,Libero Barulli,1,10,1982,4,1983,-99,-99,-99,,
SNM,331,198320,Adriano Reffi (2nd time),1,4,1983,10,1983,-99,-99,-99,,
SNM,331,198314,Renzo Renzi (1st time),1,10,1983,4,1984,-99,-99,-99,,
SNM,331,198420,Gloriana Ranocchini (f) (1st time),1,4,1984,10,1984,-99,-99,-99,,
SNM,331,198414,Marino Bollini (2nd time),1,10,1984,4,1985,-99,-99,-99,,
SNM,331,198520,Enzo Colombini (1st time),1,4,1985,10,1985,-99,-99,-99,,
SNM,331,198514,Pier Paolo Gasperoni (1st time),1,10,1985,4,1986,-99,-99,-99,,
SNM,331,198620,Marino Venturini (3rd time),1,4,1986,10,1986,-99,-99,-99,,
SNM,331,198614,Giuseppe Arzilli (1st time),1,10,1986,4,1987,-99,-99,-99,,
SNM,331,198720,Renzo Renzi (2nd time),1,4,1987,10,1987,-99,-99,-99,,
SNM,331,198714,Rossano Zafferani (2nd time),1,10,1987,4,1988,-99,-99,-99,,
SNM,331,198820,Umberto Barulli,1,4,1988,10,1988,-99,-99,-99,,
SNM,331,198814,Luciano Cardelli,1,10,1988,4,1989,-99,-99,-99,,
SNM,331,198920,Mauro Fiorini,1,4,1989,10,1989,-99,-99,-99,,
SNM,331,198914,Gloriana Ranocchini (f) (2nd time),1,10,1989,4,1990,-99,-99,-99,,
SNM,331,199020,Adolmiro Bartolini,1,4,1990,10,1990,-99,-99,-99,,
SNM,331,199014,Cesare Antonio Gasperoni,1,10,1990,4,1991,-99,-99,-99,,
SNM,331,199120,Domenico Bernardini,1,4,1991,10,1991,-99,-99,-99,,
SNM,331,199114,Edda Ceccoli (f),1,10,1991,4,1992,-99,-99,-99,,
SNM,331,199220,Germano De Biagi (3rd time),1,4,1992,10,1992,-99,-99,-99,,
SNM,331,199214,Romeo Morri,1,10,1992,4,1993,-99,-99,-99,,
SNM,331,199320,Patrizia Busignani (f),1,4,1993,10,1993,-99,-99,-99,,
SNM,331,199314,Gian Luigi Berti,1,10,1993,4,1994,-99,-99,-99,,
SNM,331,199420,Alberto Cecchetti (2nd time),1,4,1994,10,1994,-99,-99,-99,,
SNM,331,199414,Renzo Ghiotti,1,10,1994,4,1995,-99,-99,-99,,
SNM,331,199520,Marino Bollini (3rd time),1,4,1995,10,1995,-99,-99,-99,,
SNM,331,199514,Pier Natalino Mularoni,1,10,1995,4,1996,-99,-99,-99,,
SNM,331,199620,Pier Paolo Gasperoni (2nd time),1,4,1996,10,1996,-99,-99,-99,,
SNM,331,199614,Maurizio Rattini (1st time),1,10,1996,4,1997,-99,-99,-99,,
SNM,331,199720,Paride Andreoli (2nd time),1,4,1997,10,1997,-99,-99,-99,,
SNM,331,199714,Luigi Mazza,1,10,1997,4,1998,-99,-99,-99,,
SNM,331,199820,Alberto Cecchetti (3rd time),1,4,1998,10,1998,-99,-99,-99,,
SNM,331,199814,Pietro Berti,1,10,1998,4,1999,-99,-99,-99,,
SNM,331,199920,Antonello Bacciocchi (1st time),1,4,1999,10,1999,-99,-99,-99,,
SNM,331,199914,Marino Bollini (4th time),1,10,1999,4,2000,-99,-99,-99,,
SNM,331,200020,Maria Domenica Michelotti (f),1,4,2000,10,2000,-99,-99,-99,,
SNM,331,200014,Gian Franco Terenzi (2nd time),1,10,2000,4,2001,-99,-99,-99,,
SNM,331,200120,Luigi Lonfernini (2nd time),1,4,2001,10,2001,-99,-99,-99,,
SNM,331,200114,Alberto Cecchetti (4th time),1,10,2001,4,2002,-99,-99,-99,,
SNM,331,200220,Antonio Lazzaro Volpinari,1,4,2002,10,2002,-99,-99,-99,,
SNM,331,200214,Giuseppe Maria Morganti,1,10,2002,4,2003,-99,-99,-99,,
SNM,331,200320,Pier Marino Menicucci,1,4,2003,10,2003,-99,-99,-99,,
SNM,331,200314,Giovanni Lonfernini,1,10,2003,4,2004,-99,-99,-99,,
SNM,331,200420,Paolo Bollini (2nd time),1,4,2004,10,2004,-99,-99,-99,,
SNM,331,200414,Giuseppe Arzilli (3rd time),1,10,2004,4,2005,-99,-99,-99,,
SNM,331,200520,Fausta Simona Morganti (f),1,4,2005,10,2005,-99,-99,-99,,
SNM,331,200514,Claudio Muccioli,1,10,2005,4,2006,-99,-99,-99,,
SNM,331,200620,Gian Franco Terenzi (3rd time),1,4,2006,10,2006,-99,-99,-99,,
SNM,331,200614,Antonio Carattoni,1,10,2006,4,2007,-99,-99,-99,,
SNM,331,200720,Alessandro Mancini,1,4,2007,10,2007,-99,-99,-99,,
SNM,331,200714,Mirko Tomassoni,1,10,2007,4,2008,-99,-99,-99,,
SNM,331,200820,Rosa Zafferani (f) (2nd time),1,4,2008,10,2008,-99,-99,-99,,
SNM,331,200814,Ernesto Benedettini (2nd time),1,10,2008,4,2009,-99,-99,-99,,
SNM,331,200920,Massimo Cenci,1,4,2009,10,2009,-99,-99,-99,,
SNM,331,200914,Francesco Mussoni,1,10,2009,4,2010,-99,-99,-99,,
SNM,331,201020,Marco Conti,1,4,2010,10,2010,-99,-99,-99,,
SNM,331,201014,Giovanni Francesco Ugolini,1,10,2010,4,2011,-99,-99,-99,,
SNM,331,201120,Maria Luisa Berti (f),1,4,2011,10,2011,-99,-99,-99,,
SNM,331,201114,Gabriele Gatti,1,10,2011,4,2012,-99,-99,-99,,
SNM,331,201220,Maurizio Rattini (2nd time),1,4,2012,10,2012,-99,-99,-99,,
SNM,331,201214,Teodoro Lonfernini,1,10,2012,4,2013,-99,-99,-99,,
SNM,331,201320,Antonella Mularoni (f),1,4,2013,10,2013,-99,-99,-99,,
SNM,331,201314,Anna Maria Muccioli (f),1,10,2013,4,2014,-99,-99,-99,,
SNM,331,201420,Valeria Ciavatta (f) (2nd time),1,4,2014,10,2014,-99,-99,-99,,
SNM,331,201414,Gian Franco Terenzi (4th time),1,10,2014,4,2015,-99,-99,-99,,
SNM,331,201520,Andrea Belluzzi,1,4,2015,10,2015,-99,-99,-99,,
SNM,331,201510,Lorella Stefanelli (f),1,10,2015,4,2016,-99,-99,-99,,
SNM,331,cb-331-01,Gian Nicola Berti,1,4,2016,10,2016,-99,-99,-99,,
SNM,331,cb-331-02,Marrino Nicardi & Fabio Berardi,1,10,2016,4,2017,-99,-99,-99,,
SNM,331,cb-331-03,Zavoli and d'Ambrosio,1,4,2017,10,2017,-99,-99,-99,,
SNM,331,cb-331-04,Fiorini and Carattoni,1,10,2017,4,2018,-99,-99,-99,,
SNM,331,ks-331-01,Palmieri and Ciacci,1,4,2018,10,2018,-99,-99,-99,,
SNM,331,ctb-331-01,Tomassoni and Santolini,1,10,2018,4,2019,-99,-99,-99,,
SNM,331,ctb-331-02,Selva and Muratori,1,4,2019,10,2019,-99,-99,-99,,
SNM,331,ctb-331-03,Boschi and Mularoni,1,10,2019,4,2020,-99,-99,-99,,
SNM,331,ctb-331-04,Mancini and Zafferani,1,4,2020,10,2020,-99,-99,-99,,
SNM,331,ctb-331-05,Cardelli and Dolcini,1,10,2020,4,2021,-99,-99,-99,,
SNM,331,mf-331-01,Venturini and Nicolini,1,4,2021,10,2021,-99,-99,-99,,
SNM,331,ctb-331-06,Mussoni and Simoncini,1,10,2021,4,2022,-99,-99,-99,,
SNM,331,ctb-331-07,Mina and Rondelli,1,4,2022,10,2022,-99,-99,-99,,
SNM,331,ctb-331-8,Berrti and Ciavatta,1,10,2022,4,2023,-99,-99,-99,,
SNM,331,ctb-331-9,Scarano and Tonnini,1,4,2023,10,2023,-99,-99,-99,,
SNM,331,ctb-331-10,Tamagnini and Troina,1,10,2023,4,2024,-99,-99,-99,,
SNM,331,,Rossi and Gasperoni,1,4,2024,10,2024,-99,-99,-99,,
SNM,331,,Civerchia and Riccardi,1,10,2024,4,2025,-99,-99,-99,,
SNM,331,,Bronzetti ad Righi,1,4,2025,10,2025,-99,-99,-99,,
SNM,331,,Rossi and Bugli,1,10,2025,,,-99,-99,,,
MLT,338,A2.9-4840,Olivier,5,3,1962,6,1971,1911,1,0,2,1962
MLT,338,A2.9-4843,Mintoff,21,6,1971,12,1984,1916,1,0,6,1971
MLT,338,A2.9-4846,Bonnici,22,12,1984,5,1987,1932,1,0,,
MLT,338,A2.9-4849,Adami,12,5,1987,10,1996,1934,1,0,5,1987
MLT,338,A2.9-4852,Sant,28,10,1996,9,1998,1948,1,0,10,1996
MLT,338,A2.9-4855,Adami,6,9,1998,3,2004,1934,1,0,9,1998
MLT,338,A3.0-78,Gonzi,12,3,2004,3,2013,1953,1,0,3,2008
MLT,338,cb-338-1,Muscat,11,3,2013,1,2020,1974,1,0,3,2013
MLT,338,ctb-338-1,Robert Abela,13,1,2020,,,1977,1,0,,
ALB,339,A2.9-4909,Hoxha,29,11,1944,4,1985,1908,1,0,12,1945
ALB,339,A2.9-4912,Alia,13,4,1985,4,1992,1925,1,0,2,1987
ALB,339,A2.9-4915,Berisha,9,4,1992,7,1997,1944,1,0,3,1992
ALB,339,A2.9-4918,Fatos Nano,24,7,1997,10,1998,1952,1,0,7,1997
ALB,339,A2.9-4921,Majko,2,10,1998,10,1999,1967,1,0,,
ALB,339,A2.9-4924,Meta,29,10,1999,2,2002,1969,1,0,,
ALB,339,A2.9-4927,Majko,22,2,2002,7,2002,1967,1,0,,
ALB,339,A2.9-4930,Fatos Nano,31,7,2002,9,2005,1952,1,0,,
ALB,339,A3.0-79,Berisha,11,9,2005,9,2013,1944,1,0,7,2005
ALB,339,cb-339-1,Edi Rama,15,9,2013,,,1964,1,0,6,2013
MNG,341,cb-mng-1,Dukanovic,3,6,2006,11,2006,1962,1,0,9,2006
MNG,341,cb-mng-2,Sturanovic,10,11,2006,2,2008,1960,1,0,,
MNG,341,cb-mng-3,Dukanovic,29,2,2008,12,2010,1962,1,0,9,2006
MNG,341,cb-mng-4,Luksic,29,12,2010,12,2012,1976,1,0,,
MNG,341,cb-mng-5,Dukanovic,4,12,2012,11,2016,1962,1,0,10,2012
MNG,341,cb-mng-6,Dusko Markovic,28,11,2016,12,2020,1958,1,0,10,2016
MNG,341,ctb-341-1,Zdravko Krivokapic,4,12,2020,4,2023,1958,1,0,8,2020
MNG,341,ctb-341-2,Dritan Abazovic,28,4,2023,10,2023,1985,1,0,,
MNG,341,ctb-341-3,Milojko Spajic,31,10,2023,6,,1987,1,0,6,2023
MAC,343,cb-343-0,Kljusev,17,11,1991,8,1992,1927,1,0,,
MAC,343,A2.9-4954,Crvenkovski,17,8,1992,11,1998,1962,1,0,10,1994
MAC,343,A2.9-4957,Georgievski,30,11,1998,11,2002,1966,1,0,11,1998
MAC,343,A2.9-4960,Crvenkovski,1,11,2002,5,2004,1962,1,0,9,2002
MAC,343,A2.9-4963,Radmila Sekerinska,12,5,2004,6,2004,1972,0,0,,
MAC,343,A2.9-4966,Hari Kostov,2,6,2004,11,2004,1959,1,0,,
MAC,343,A2.9-4969,Radmila Sekerinska,18,11,2004,12,2004,1972,0,0,,
MAC,343,A2.9-4972,Vlado Buckovski,17,12,2004,8,2006,1962,1,0,,
MAC,343,A3.0-80,Gruevski,27,8,2006,1,2016,1970,1,0,7,2006
MAC,343,cb-343-1,Dimitriev,18,1,2016,5,2017,1979,1,0,,
MAC,343,se-343-1,Zaev,31,5,2017,1,2020,1974,1,0,12,2016
MAC,343,ctb-343-1,Spasovksi,3,1,2020,8,2020,1976,1,0,,
MAC,343,ctb-343-2,Zaev,19,8,2020,1,2022,1974,1,0,7,2020
MAC,343,ctb-343-3,Dimitar Kovacevski,16,1,2022,1,2024,1974,1,0,1,2022
MAC,343,,Talat Xhaferi,28,1,2024,6,2024,1962,1,,,
MAC,343,,Hristijan Mickoski,23,6,2024,,,1977,1,0,,
CRO,344,A2.9-4975,Tudjman,25,6,1991,11,1999,1922,1,1,4,1990
CRO,344,A2.9-4978,Pavletic,26,11,1999,2,2000,1930,1,0,,
CRO,344,A2.9-4981,Tomcic,2,2,2000,2,2000,1945,1,0,,
CRO,344,A2.9-4984,Mesic,18,2,2000,11,2000,1934,1,0,1,2000
CRO,344,A3.0-81,Racan,9,11,2000,12,2003,1944,1,0,1,2000
CRO,344,cb-344-1,Sanader,23,12,2003,7,2009,1953,1,0,11,2003
CRO,344,cb-344-2,Kosor,6,7,2009,12,2011,1953,0,0,,
CRO,344,cb-344-3,Milanovic,23,12,2011,1,2016,1966,1,0,12,2011
CRO,344,cb-344-4,Oreskovic,22,1,2016,10,2016,1966,1,0,11,2015
CRO,344,se-344-5,Andrej Plenkovic,19,10,2016,,,1970,1,0,9,2016
YUG,345,A2.9-4996,Tito,6,3,1945,5,1980,1892,1,1,11,1945
YUG,345,A2.9-4999,Kolisevski,4,5,1980,5,1980,1914,1,0,,
YUG,345,A2.9-5002,Mijatovic,15,5,1980,5,1981,1912,1,0,,
YUG,345,A2.9-5005,Kraigher,15,5,1981,5,1982,1914,1,0,,
YUG,345,A2.9-5008,Stambolic,16,5,1982,5,1983,1912,1,0,,
YUG,345,A2.9-5011,Spiljac,13,5,1983,5,1984,1916,1,0,,
YUG,345,A2.9-5014,Djuranovic,15,5,1984,5,1985,1926,1,0,,
YUG,345,A2.9-5017,Vlajkovic,15,5,1985,5,1986,1922,1,0,,
YUG,345,A2.9-5020,Hasani,15,5,1986,5,1987,1922,1,0,,
YUG,345,A2.9-5023,Mojsov,15,5,1987,5,1988,1920,1,0,,
YUG,345,A2.9-5026,Dizarevic,15,5,1988,5,1989,1926,1,0,,
YUG,345,A2.9-5029,Milosevic,15,5,1989,10,2000,1941,1,0,12,1990
YUG,345,A2.9-5032,Kostunica,8,10,2000,3,2003,1944,1,0,9,2000
YUG,345,a4-345-1,Marovic,7,3,2003,6,2006,1955,1,0,,
YUG,345,a4345-2,Kostunica,4,6,2006,7,2008,1944,1,0,,
YUG,345,A3.0-82,Cvetkovic,7,7,2008,7,2012,1950,1,0,5,2008
YUG,345,cb-345-1,Dacic,27,7,2012,4,2014,1966,1,0,5,2012
YUG,345,cb-345-2,Vucic,27,4,2014,5,2017,1970,1,0,3,2014
YUG,345,se-345-3,Ivica Dacic,31,5,2017,6,2017,1966,1,0,,
YUG,345,se-345-4,Ana Brnabic,29,6,2017,2,2024,1975,0,0,,
YUG,345,,Ivica Dacic,6,2,2024,5,2024,1966,1,0,,
YUG,345,,Milos Vucevic,2,5,2024,4,2025,1974,1,0,,
YUG,345,,Duro Macut,16,4,2025,,,1963,1,0,,
BOS,346,A2.9-5035,Izetbegovic,3,3,1992,10,1998,1925,1,0,,
BOS,346,A2.9-5038,Radisic,13,10,1998,6,1999,1937,1,0,,
BOS,346,A2.9-5041,Jelavic,15,6,1999,2,2000,1963,1,0,,
BOS,346,A2.9-5044,Izetbegovic,14,2,2000,10,2000,1925,1,0,,
BOS,346,A2.9-5047,Radisic,14,10,2000,6,2001,1937,1,0,,
BOS,346,A2.9-5050,Krizanovic,14,6,2001,2,2002,1944,1,0,,
BOS,346,A2.9-5053,Belkic,14,2,2002,10,2002,1946,1,0,,
BOS,346,A2.9-5056,Sarovic,28,10,2002,4,2003,1956,1,0,,
BOS,346,A2.9-5059,Borislav Paravac,10,4,2003,6,2003,1943,1,0,,
BOS,346,A2.9-5062,Dragan Covic,27,6,2003,2,2004,1956,1,0,,
BOS,346,A2.9-5065,Sulejman Tihic,28,2,2004,10,2004,1951,1,0,,
BOS,346,A2.9-5068,Borislav Paravac,28,10,2004,6,2005,1943,1,0,,
BOS,346,A3.0-83,Miro Jovic,28,6,2005,2,2006,1950,1,0,,
BOS,346,A3.0-84,Sulejman Tihic,28,2,2006,11,2006,1951,1,0,,
BOS,346,A3.0-85,Radmanovic,6,11,2006,7,2007,1949,1,0,,
BOS,346,A3.0-86,Zeljko Komsic,6,7,2007,3,2008,1964,1,0,,
BOS,346,A3.0-87,Silajdzic,6,3,2008,11,2008,1945,1,0,,
BOS,346,A3.0-88,Radmanovic,6,11,2008,7,2009,1949,1,0,,
BOS,346,A3.0-89,Zeljko Komsic,6,7,2009,3,2010,1964,1,0,,
BOS,346,A3.0-90,Silajdzic,6,3,2010,11,2010,1945,1,0,,
BOS,346,A3.0-91,Radmanovic,10,11,2010,7,2011,1949,1,0,,
BOS,346,A3.0-92,Zeljko Komsic,10,7,2011,3,2012,1964,1,0,,
BOS,346,cb-346-1,Izetbegovic,10,3,2012,11,2012,1956,1,0,,
BOS,346,cb-346-2,Radmanovic,10,11,2012,7,2013,1949,1,0,,
BOS,346,cb-346-3,Komsic,10,7,2013,3,2014,1964,1,0,,
BOS,346,cb-346-4,Izetbegovic,10,3,2014,11,2014,1956,1,0,,
BOS,346,cb-346-5,Ivanic,17,11,2014,7,2015,1958,1,0,,
BOS,346,cb-346-6,Covic,17,7,2015,3,2016,1956,1,0,,
BOS,346,cb-346-7,Izetbegovic,17,3,2016,11,2016,1956,1,0,,
BOS,346,cb-346-8,Ivanic,17,11,2016,7,2017,1958,1,0,,
BOS,346,cb-346-9,Covic,17,7,2017,3,2018,1956,1,0,,
BOS,346,ctb-346-1,Izetbegovic,17,3,2018,11,2018,1956,1,0,,
BOS,346,ctb-346-2,Dodik,20,11,2018,7,2019,1959,1,0,10,2018
BOS,346,ctb-346-3,Komisic,20,7,2019,3,2020,1964,1,1,11,2018
BOS,346,ctb-346-4,Dzaferovic,20,3,2020,11,2020,1957,1,0,10,2018
BOS,346,ctb-346-5,Dodik,20,11,2020,7,2021,1959,1,0,10,2018
BOS,346,ctb-346-6,Zeljko Komsic,20,7,2021,3,2022,1964,1,1,10,2018
BOS,346,ctb-346-7,Sfik Dzafeovic,20,3,2022,11,2022,1957,1,0,5,2018
BOS,346,ctb-346-8,Zelijka Cvijanovic,16,11,2022,7,2023,1967,0,0,10,2022
BOS,346,ctb-346-9,Zeljko Komsic,16,7,2023,,,1964,1,1,10,2022
KOS,347,cb-347-1,Thaci,17,2,2008,12,2014,1968,1,0,11,2007
KOS,347,cb-347-2,Mustafa,9,12,2014,9,2017,1951,1,0,,
KOS,347,se-347-1,Ramush Haradinaj,9,9,2017,2,2020,1968,1,0,6,2017
KOS,347,ctb-347-1,Kurti,3,2,2020,6,2020,1975,1,0,,
KOS,347,ctb-347-2,Hoti,3,6,2020,3,2021,1976,1,0,,
KOS,347,ctb-347-3,Albin Kurti,22,3,2021,,,1975,1,0,2,2021
SLV,349,A2.9-5074,Peterle,23,12,1991,5,1992,1948,1,0,4,1990
SLV,349,A2.9-5077,Drnovsek,14,5,1992,5,2000,1950,1,0,12,1992
SLV,349,A2.9-5080,Bajuk,3,5,2000,11,2000,1943,1,0,,
SLV,349,A2.9-5083,Drnovsek,17,11,2000,12,2002,1950,1,0,10,2000
SLV,349,A2.9-5086,Anton Rop,11,12,2002,11,2004,1960,1,0,,
SLV,349,A2.9-5089,Janez Jansa,9,11,2004,11,2008,1958,1,0,10,2004
SLV,349,A3.0-93,Borut Pahor,21,11,2008,2,2012,1963,1,0,9,2008
SLV,349,cb-349-1,Janez Jansa,10,2,2012,3,2013,1958,1,0,12,2011
SLV,349,cb-349-2,Alenka Bratusek,20,3,2013,9,2014,1970,0,0,,
SLV,349,cb-349-3,Miro Cerar,18,9,2014,9,2018,1963,1,0,7,2014
SLV,349,ctb-349-4,Sarec,13,9,2018,3,2020,1977,1,0,6,2018
SLV,349,ctb-349-5,Jansa,13,3,2020,6,2022,1958,1,0,,
SLV,349,ctb-349-6,Robert Golob,1,6,2022,,,1967,1,0,4,2022
GRC,350,A2.9-5206,Diomidis,30,6,1949,1,1950,1875,1,0,,
GRC,350,A2.9-5209,Theotokis,6,1,1950,3,1950,1880,1,0,,
GRC,350,A2.9-5212,S. Venizelos,23,3,1950,4,1950,1894,1,0,3,1950
GRC,350,A2.9-5215,Plastiras,15,4,1950,8,1950,1883,1,1,,
GRC,350,A2.9-5218,S. Venizelos,21,8,1950,11,1951,1894,1,0,,
GRC,350,A2.9-5221,Plastiras,1,11,1951,10,1952,1883,1,1,9,1951
GRC,350,A2.9-5224,Kiousopoulos,11,10,1952,11,1952,1892,1,0,,
GRC,350,A2.9-5227,Papagos,19,11,1952,10,1955,1883,1,1,11,1952
GRC,350,A2.9-5233,Karamanlis,6,10,1955,3,1958,1907,1,0,2,1956
GRC,350,A2.9-5236,Georgakopoulos,5,3,1958,5,1958,1890,1,0,,
GRC,350,A2.9-5239,Karamanlis,17,5,1958,9,1961,1907,1,0,5,1958
GRC,350,A2.9-5242,Dovas,20,9,1961,11,1961,1898,1,0,,
GRC,350,A2.9-5245,Karamanlis,4,11,1961,6,1963,1907,1,0,,
GRC,350,A2.9-5248,Pipinelis,17,6,1963,9,1963,1899,1,0,,
GRC,350,A2.9-5251,Mavromichalis,29,9,1963,11,1963,1900,1,0,,
GRC,350,A2.9-5254,G. Papandreou,8,11,1963,12,1963,1888,1,0,11,1963
GRC,350,A2.9-5257,Paraskevopoulos,31,12,1963,2,1964,1900,1,0,,
GRC,350,A2.9-5260,G. Papandreou,18,2,1964,7,1965,1888,1,0,2,1964
GRC,350,A2.9-5263,Athaniadis-Novas,15,7,1965,8,1965,1893,1,0,,
GRC,350,A2.9-5266,Tsirimokos,20,8,1965,8,1965,1907,1,0,,
GRC,350,A2.9-5269,Stephanopoulos,17,9,1965,12,1966,1898,1,0,,
GRC,350,A2.9-5272,Paraskevopoulos,22,12,1966,3,1967,1900,1,0,,
GRC,350,A2.9-5275,Kanellopoulos,3,4,1967,4,1967,1902,1,0,,
GRC,350,A2.9-5278,Kollias,21,4,1967,12,1967,1901,1,0,,
GRC,350,A2.9-5281,Papadopoulos,13,12,1967,11,1973,1919,1,1,11,1968
GRC,350,A2.9-5284,Ionannides,25,11,1973,7,1974,1923,1,1,,
GRC,350,A2.9-5287,Karamanlis,24,7,1974,5,1980,1907,1,0,11,1974
GRC,350,A2.9-5290,Rallis,9,5,1980,10,1981,1918,1,0,,
GRC,350,A2.9-5293,A. Papandreou,21,10,1981,7,1989,1919,1,0,10,1981
GRC,350,A2.9-5296,Tzannetakis,2,7,1989,10,1989,1927,1,1,6,1989
GRC,350,A2.9-5299,Grivas,11,10,1989,11,1989,1923,1,1,,
GRC,350,A2.9-5302,Zolotas,28,11,1989,4,1990,1904,1,0,11,1989
GRC,350,A2.9-5305,Mitsotakis,11,4,1990,10,1993,1918,1,0,4,1990
GRC,350,A2.9-5308,A. Papandreou,13,10,1993,11,1995,1919,1,0,10,1993
GRC,350,A2.9-5311,Tsokhatzopulos,20,11,1995,1,1996,1939,1,0,,
GRC,350,A2.9-5314,Simitis,22,1,1996,3,2004,1936,1,0,9,1996
GRC,350,A2.9-5317,Kostas Karamanlis,10,3,2004,10,2009,1956,1,0,3,2004
GRC,350,A3.0-94,Georgios Papandreou,6,10,2009,11,2011,1952,1,0,10,2009
GRC,350,A3.0-95,Loukas Papadimos,11,11,2011,5,2012,1947,1,0,,
GRC,350,cb-350-1,Pikrammenos,16,5,2012,6,2012,1945,1,0,5,2012
GRC,350,cb-350-2,Samaras,20,6,2012,1,2015,1951,1,0,6,2012
GRC,350,cb-350-3,Tsipras,26,1,2015,8,2015,1974,1,0,1,2015
GRC,350,cb-350-4,Thanou,27,8,2015,9,2015,1950,0,0,,
GRC,350,cb-350-5,Tsipras,21,9,2015,7,2019,1974,1,0,9,2015
GRC,350,ctb-350-1,Mitsotakis,8,7,2019,5,2023,1968,1,0,7,2019
GRC,350,ctb-350-2,Sarmas,24,5,2023,6,2023,1957,1,1,,
GRC,350,ctb-350-3,Mitsotakis,26,6,2023,,,1968,1,0,6,2023
CYP,352,A2.9-5320,Makarios,16,8,1960,7,1974,1913,1,0,12,1959
CYP,352,A2.9-5323,Sampson,16,7,1974,7,1974,1935,1,0,,
CYP,352,A2.9-5326,Clerides,23,7,1974,12,1974,1919,1,0,,
CYP,352,A2.9-5329,Makarios,7,12,1974,8,1977,1913,1,0,,
CYP,352,A2.9-5332,Kyprianou,3,8,1977,2,1988,1932,1,0,2,1983
CYP,352,A2.9-5335,Vassiliou,28,2,1988,2,1993,1931,1,0,2,1988
CYP,352,A2.9-5338,Clerides,28,2,1993,2,2003,1919,1,0,2,1993
CYP,352,A2.9-5341,Tassos Nikolaou Papadopoulos,28,2,2003,2,2008,1934,1,0,2,2003
CYP,352,A3.0-96,Dimitris Christofias,28,2,2008,2,2013,1946,1,0,2,2008
CYP,352,cb-352-1,Nikos Anastasiadis,28,2,2013,2,2023,1946,1,0,2,2013
CYP,352,ctb-352-2,Nikos Chrisodoulides,28,2,2023,,,1973,1,0,2,2023
BUL,355,A2.9-5359,Kolarov,20,7,1949,1,1950,1877,1,0,12,1949
BUL,355,A2.9-5362,Chervenkov,1,2,1950,4,1956,1900,1,0,12,1953
BUL,355,A2.9-5365,Zhivkov,16,4,1956,11,1989,1911,1,0,12,1957
BUL,355,A2.9-5368,Mladenov,10,11,1989,7,1990,1936,1,0,,
BUL,355,A2.9-5371,Lukanov,6,7,1990,12,1990,1938,1,0,,
BUL,355,A2.9-5374,Popov,7,12,1990,11,1991,1927,1,0,6,1990
BUL,355,A2.9-5377,Dimitrov,8,11,1991,12,1992,1955,1,0,10,1991
BUL,355,A2.9-5380,Berov,30,12,1992,10,1994,1925,1,0,,
BUL,355,A2.9-5383,Indzhova,17,10,1994,1,1995,1953,0,0,,
BUL,355,A2.9-5386,Videnov,25,1,1995,2,1997,1959,1,0,12,1994
